"x1","x2","x3","x4","x5","Tr","y"
1,1,0,-13.2789938466343,1.13945947478888,0,-1
1,0,1,-0.666150970396437,1.82236574059369,0,3
0,0,1,10.8066118713822,-0.79058057571735,0,1
1,1,3,11.9726868713416,-1.81592592491716,0,2
0,1,1,0.838987026070541,4.07390370847535,0,-2
0,0,0,-9.454964291209,-1.14654414776243,0,0
1,1,4,-15.1783433096343,-0.994147608916013,0,3
1,0,4,15.4709544728761,2.58480451015491,0,6
1,1,0,12.2683573406484,0.346253388470608,0,-1
1,0,3,10.7383414052096,-0.895616405181691,0,5
1,1,0,5.78171180350435,3.42486421643576,0,-1
1,1,1,-1.98025486623596,0.0950438568897951,0,0
1,0,3,-4.57492734306484,1.63574597261172,0,5
0,0,3,-10.2127318141959,0.637968385145225,0,3
0,0,1,8.34359027505421,-2.46084431212487,0,1
0,0,2,13.3962454045032,2.38185267221898,0,2
0,1,0,-17.8742224127037,3.22236060099065,0,-3
0,1,0,11.4734421469153,3.86571263707956,0,-3
0,0,0,-1.13928962875384,0.216168905418797,0,0
1,0,4,-18.871213595423,0.495336844312504,0,6
1,1,3,-13.9448025252017,-0.253679762121092,0,2
0,1,3,2.97356901681577,2.5760520823189,0,0
0,1,1,11.1702401041317,3.2311100606474,0,-2
1,1,0,1.03263433134298,3.0831005508481,0,-1
0,0,0,6.69796784784913,3.48801794835483,0,0
0,1,1,-15.9793617752959,2.35884163253855,0,-2
0,0,3,13.6802900078088,2.2879269737335,0,3
0,0,0,14.0009091711464,4.24351112868212,0,0
0,1,3,1.27150105188834,0.576225657137542,0,0
0,0,2,8.92676353685044,4.28812677602184,0,2
0,0,3,-3.02781253697264,1.85980135995775,0,3
1,0,1,-8.15711023930176,4.76873361003919,0,3
1,1,3,1.77037664659027,1.12646185670756,0,2
0,1,0,-13.0353912031258,1.32152879828912,0,-3
0,0,0,12.5537989528457,1.57652063989142,0,0
1,0,1,7.5820159796218,0.663169397708248,0,3
0,1,0,-2.56797391339564,5.35252569920894,0,-3
1,1,0,9.11073393230994,4.236927825756,0,-1
1,1,0,-2.02278389796485,3.166718262423,0,-1
0,1,3,-11.0471046334379,6.47731176342599,0,0
1,0,0,-0.0930578084517464,3.39961268799089,0,2
1,0,0,-8.44464684843042,3.10575411180353,0,2
1,1,0,19.9586709622024,2.22055470118262,0,-1
1,0,3,19.4365004222331,0.742004835718443,0,5
0,1,0,-9.72242742636577,3.58665726762507,0,-3
1,0,0,-2.10757862724062,-0.0690010786312349,0,2
1,1,1,6.79865293374826,-1.45315590161669,0,0
1,0,3,-2.06126570649634,1.89919925264075,0,5
1,0,3,-11.350768614365,6.69616340133264,0,5
0,0,0,-0.0680086003171212,7.70340926544704,0,0
1,0,1,-8.43588864952476,0.843330387408191,0,3
1,1,0,11.8330242439217,1.01308951124915,0,-1
1,1,0,3.57118195068438,3.11980262424354,0,-1
0,1,3,-3.26727992573138,1.18467714396038,0,0
0,1,0,-10.6904897194608,3.14930912613104,0,-3
1,0,0,-15.941639816621,0.445189158512051,0,2
0,0,3,-9.67963290343845,3.26173435613577,0,3
0,0,0,-19.058724324227,-0.054434244552354,0,0
1,0,0,5.52191025999953,0.895925716854425,0,2
1,1,0,-17.8137810434097,0.417587408476479,0,-1
1,1,2,-10.8550771911805,1.50804465522165,0,1
0,0,4,-5.12059341563155,-0.0566006291585524,0,4
0,0,1,-2.87538876814966,1.80395181864777,0,1
1,1,0,7.4135885163839,0.406212012711656,0,-1
1,1,1,-8.844832409005,4.28318583323699,0,0
0,0,1,-2.96275782753784,-0.312904926071859,0,1
0,0,0,-22.1380849832773,1.38996796658473,0,0
1,0,0,-16.4588924267787,3.21637790950964,0,2
0,0,0,-8.87338567951662,1.70246515439889,0,0
0,0,0,6.30291507839586,6.00628756448675,0,0
1,0,3,3.11480320502336,1.67219104333008,0,5
0,1,0,7.71123138446755,0.427111111059805,0,-3
1,1,0,-7.97322128703771,1.81069107335382,0,-1
1,0,3,-2.63794354555442,2.38120013682857,0,5
1,0,0,7.8851284977295,3.71726084706572,0,2
1,0,1,-6.2134336720536,1.3907806256885,0,3
1,0,0,-4.96465796747806,1.27896996049097,0,2
1,0,2,17.9659862518121,0.462051390229629,0,4
1,1,3,-8.99423252701328,0.368792877429804,0,2
1,0,0,2.80806812906728,-2.43986880076528,0,2
0,1,3,-16.2381996299508,1.55023225212834,0,0
1,1,0,-8.56483670684894,4.31461701597116,0,-1
0,0,4,-3.59712950925808,0.249326009889064,0,4
0,0,3,3.86408349987474,3.71173168475174,0,3
0,0,0,-1.17214844315078,1.61818124419786,0,0
1,0,0,-19.0622407345924,4.49098676580285,0,2
1,1,3,-13.6313173881973,5.62505073730847,0,2
1,1,1,-4.88684235544935,2.11037868585341,0,0
0,0,3,-9.94448771442669,-1.61547052066426,0,3
0,1,0,-8.48092439055119,1.03438965954982,0,-3
0,1,0,7.05625229133361,0.903023731628707,0,-3
1,0,0,-5.63376079154626,-0.00726104355262436,0,2
1,0,0,-1.41413317329783,-1.58839602469287,0,2
1,1,0,18.894086866252,1.22188594740962,0,-1
1,1,0,5.77052748077736,1.91466583037984,0,-1
1,1,0,-5.67676831295078,3.01183379324055,0,-1
1,1,2,21.4280249738355,6.35923100845147,0,1
0,1,0,-10.3416485601603,2.67621160998973,0,-3
1,1,0,-10.1980166735059,2.37830621186596,0,-1
0,0,0,3.3244187115056,3.12622528313552,0,0
0,0,3,5.35449530339446,2.07345021147715,0,3
0,0,0,-0.59590901004988,2.36828781545208,0,0
0,1,0,-3.22785051307196,3.6931690461323,0,-3
1,0,1,12.510750670454,1.17253367435843,0,3
1,0,3,-15.4595780699983,-1.56018737826949,0,5
0,1,0,0.301557333038247,-1.89154503300749,0,-3
1,1,3,-4.48803076748293,1.33901487648008,0,2
1,1,0,3.06133304309897,2.28395410076132,0,-1
0,1,2,-5.27745866935763,1.0251509304737,0,-1
1,0,3,-1.04536165473059,6.67883592947271,0,5
1,0,4,-3.75856304204088,0.58239475367364,0,6
0,0,0,8.19793380857145,5.46109708177095,0,0
0,1,2,-7.39491788810638,3.08100093494284,0,-1
0,1,0,1.83459667776711,2.58809950731098,0,-3
1,1,0,-7.84364231057119,2.85874669448164,0,-1
0,1,3,11.2148043391686,3.64825004657125,0,0
0,0,3,-4.1287848564472,1.30034570503824,0,3
1,1,1,-6.82625160342274,2.46515876629386,0,0
0,1,0,5.24800294643829,2.63166309889847,0,-3
0,0,1,2.01752880109264,-2.28782829608641,0,1
0,1,2,-11.0566036250039,1.52065873197721,0,-1
0,1,4,20.2829258318056,3.13770807521547,0,1
0,0,0,-9.00073070826677,2.02430218159736,0,0
1,0,3,7.06696138896862,4.16609082512216,0,5
1,1,1,2.81364032043732,1.42186560602797,0,0
0,0,0,0.942489719750625,2.61410903312036,0,0
1,1,3,4.98930057811266,-3.70854812309524,0,2
0,0,0,-6.96554765438647,3.20351324699928,0,0
1,0,0,20.8596642152973,4.71329600631022,0,2
0,1,2,14.4364171561159,-0.195852340475962,0,-1
0,1,0,6.92218375003688,4.60199372690214,0,-3
1,0,4,-13.890432901382,5.40001030564058,0,6
0,0,3,-27.9837919290822,-1.49239080465228,0,3
1,1,4,3.99096220204716,1.09647545636457,0,3
0,0,0,-2.09082236206824,1.50587405397014,0,0
1,1,1,5.77196546800613,-0.983786912549174,0,0
0,0,4,-9.96915952476478,1.07107457041592,0,4
0,1,1,17.4148718329865,1.12204604815859,0,-2
0,1,1,4.31344121052614,1.20129591304692,0,-2
1,0,0,0.45269611791371,2.94993870123409,0,2
0,0,3,4.74602433246837,0.217670148058694,0,3
0,0,1,-1.03164313923565,-0.182462079780624,0,1
1,0,1,7.4216842367897,2.19072297208709,0,3
0,0,0,3.75317368486589,-1.79462674837264,0,0
0,1,1,7.84532426804724,-0.318056072486883,0,-2
1,0,0,-14.5817680105007,2.71441145137024,0,2
0,1,1,-8.63404272618023,0.884824133419478,0,-2
1,0,0,-1.9108525247922,1.91560082656922,0,2
0,0,1,5.21373831933894,1.37330672396812,0,1
1,1,2,8.47568425080406,3.63486566985194,0,1
1,1,1,8.87677524720242,3.16548655709298,0,0
1,0,0,2.88592844286136,2.09433808610951,0,2
1,0,1,-0.00971459931660235,-1.77705281661155,0,3
1,0,3,2.93705504605209,2.01428800573397,0,5
1,1,1,-5.71804533999767,3.7151706677274,0,0
0,0,4,6.23610663348545,4.60398574016056,0,4
1,0,0,11.0435520231564,1.55375419151516,0,2
1,1,0,15.5437682923932,-2.12940384111383,0,-1
1,0,0,13.525302747063,-2.22183841507018,0,2
1,0,0,-5.06349457541796,0.6021836661116,0,2
1,0,3,-3.51235222072449,4.1902434825827,0,5
0,1,1,6.95703722777678,1.69523990859355,0,-2
0,0,1,-5.26700459287856,3.69213055517856,0,1
0,0,4,11.5751560338192,1.45194821456086,0,4
0,0,0,-2.72068983370586,2.27900490619057,0,0
0,0,1,1.53339359798117,3.36877277843298,0,1
0,1,1,15.2568160057126,-0.420396989300706,0,-2
0,1,1,-13.4095179209668,5.6488996006289,0,-2
1,0,0,1.95702692236855,2.26976331595995,0,2
0,0,0,8.84136921979639,3.73192118499362,0,0
1,0,1,-5.17432007333225,2.22950494450346,0,3
0,1,3,0.726432915482825,4.54380584009807,0,0
1,0,0,9.04105196294121,1.92922576557264,0,2
0,0,3,24.7657627634061,1.92876942385528,0,3
0,0,3,3.37233477451667,-2.2642481810896,0,3
1,0,2,-18.4887122757823,-0.752943192492403,0,4
1,0,0,2.51087865399722,3.33937297391176,0,2
1,0,4,11.2344256354232,2.20649376035078,0,6
1,0,4,-5.40667935437709,2.15065613219632,0,6
1,0,0,-5.02056177720021,-0.274442095510967,0,2
1,0,4,13.2525269343462,5.09075215895047,0,6
1,0,3,-1.01558765537403,3.32631904726636,0,5
1,1,0,4.77819181026327,0.141141688393645,0,-1
0,0,0,-11.3277461468399,1.27558788790211,0,0
1,0,0,-18.7217580348947,-2.18611840637709,0,2
1,0,0,15.901398004783,0.76883637090431,0,2
1,0,2,0.329023088920948,1.17105377876768,0,4
0,0,1,2.30884510604842,0.899354676726993,0,1
0,0,3,-2.82642009854909,3.46035291975953,0,3
1,1,3,5.1935624121819,-0.11214553115061,0,2
0,1,0,6.61916031963949,-0.969172153690337,0,-3
1,1,0,-7.62062446850934,0.256935567878493,0,-1
1,0,1,9.58938587143328,0.740736335820785,0,3
1,0,1,3.18652407471065,3.91019409083216,0,3
1,1,3,-8.56142297484041,3.35351623940594,0,2
0,1,0,-5.26018958920211,1.67003131138332,0,-3
1,0,2,6.30812658521489,0.0127023411093781,0,4
1,1,0,-4.88375591492865,6.20820746617382,0,-1
0,0,3,-7.02323844482851,2.07306497315452,0,3
0,0,3,-14.3660245716286,1.08655197292494,0,3
0,0,0,-3.1226127417752,-0.555979102268203,0,0
1,1,0,14.798905950086,7.5376937213508,0,-1
1,0,3,8.59823230363315,0.259709619396084,0,5
1,1,0,9.2545881709777,2.56363283077349,0,-1
1,1,3,15.224056108714,1.46625385122469,0,2
0,0,1,7.2505519319411,-2.57640814581657,0,1
0,0,2,14.3656179425659,3.78638926581858,0,2
0,0,4,12.9789701513194,0.55222345048324,0,4
0,0,1,-26.2452502958671,1.87760002311655,0,1
1,0,0,-2.51650480561177,3.86953863669103,0,2
1,0,2,12.4978722968577,3.09616325647489,0,4
1,0,3,-2.96114324068371,3.99986889129399,0,5
0,1,4,19.0335941319596,2.63460125577556,0,1
0,1,3,-10.1807515779387,1.18948359762911,0,0
0,1,0,-3.11184180123026,1.44350678379546,0,-3
0,1,4,-5.11696247984422,1.45015078588031,0,1
0,1,3,-1.97242168248931,-0.835854912903294,0,0
1,1,0,9.94163778384477,1.34900155193677,0,-1
0,1,3,-8.34411834099467,4.07057204283104,0,0
1,1,3,-1.65339970745865,0.309877009939743,0,2
0,1,3,-21.2055554037435,-0.734346906696757,0,0
0,1,4,-4.89165026241513,2.19400380955812,0,1
0,0,1,-4.31735969057406,4.41104958376572,0,1
1,0,4,-13.3553047541193,1.36100199499748,0,6
0,1,2,-0.0137002797839756,1.1921140265666,0,-1
0,1,1,0.796112860319788,3.77310374877815,0,-2
0,0,3,12.218225237241,0.866701030900728,0,3
1,0,2,13.9527251926828,4.00602415888531,0,4
1,1,3,-9.84218471604729,1.05967191664405,0,2
0,1,0,-10.3742786258097,2.74807128594357,0,-3
0,0,3,7.30565026562132,2.27198636477193,0,3
0,1,1,6.29545014992198,1.10558825486334,0,-2
1,0,1,2.34280938422388,2.3704895373418,0,3
1,0,3,12.8602416404146,1.50021719811981,0,5
0,0,3,-9.46008757142786,5.96002121433537,0,3
1,1,0,3.85741564449771,1.36063223574006,0,-1
0,0,0,2.89852985961967,1.71255320152606,0,0
0,0,1,18.6889968560025,3.24474649256546,0,1
1,1,0,7.25620710407203,0.872542401153023,0,-1
0,1,3,-12.5817214727092,3.8114882850207,0,0
1,0,3,1.93129705379336,1.40488237416928,0,5
0,0,1,-3.90903060981852,5.39261584983419,0,1
0,1,4,8.92065934524749,3.08293079031706,0,1
0,0,4,-12.0522911928799,1.00546232151454,0,4
1,0,0,-6.05565709885937,1.64977303644872,0,2
0,1,3,-8.99825853689401,4.16400533867739,0,0
0,0,0,7.46538103908829,2.62171590592323,0,0
0,1,3,-7.30784038029195,3.4945446578839,0,0
0,1,3,-6.70527115924162,3.57363210999553,0,0
0,1,3,5.38171858415072,3.38217858720448,0,0
1,0,3,14.3552542219852,0.610626468864091,0,5
1,1,4,5.44118919748206,2.46634200196696,0,3
1,1,3,-5.31965761563146,0.0845826926149904,0,2
1,0,2,-7.13042194113223,0.452561025682538,0,4
1,1,0,-15.7624154125086,-0.869856355291795,0,-1
0,0,1,5.21235526055483,2.35045449490872,0,1
1,1,0,-5.78959822173742,2.01250291310947,0,-1
0,0,3,17.0240758711063,3.90748871590138,0,3
0,0,1,-0.458671617967518,0.79915803842357,0,1
0,0,0,0.474663462685356,0.879676938666524,0,0
1,1,2,2.03213400698546,1.65911259457582,0,1
0,0,3,5.14847729819581,4.32318804353381,0,3
1,0,3,7.11650578374385,0.893561108879332,0,5
0,0,3,12.5287879365016,3.92840331465283,0,3
0,0,3,-13.2213956597501,3.13874189290349,0,3
0,1,0,-5.21069623379439,3.87020619820736,0,-3
1,0,3,-13.9293193174565,3.72424785834981,0,5
1,0,3,8.61368756616581,0.160404119579113,0,5
0,0,3,14.8077932605892,3.5526774817986,0,3
1,0,0,15.3904204252511,-1.86713076120679,0,2
0,1,0,5.01050052215381,1.45486793800812,0,-3
1,0,2,8.68696693076247,-0.514761417827817,0,4
0,0,1,-14.2510181725025,2.69873444441118,0,1
1,0,0,-2.42173045230435,2.13568629297804,0,2
1,0,0,7.19241744381573,2.448926375776,0,2
0,0,2,5.020249314691,4.1529315749772,0,2
0,0,2,-6.38303613761186,5.36403497336833,0,2
0,1,0,7.72548583883643,5.11777926409185,0,-3
1,0,1,-0.85360268631257,4.78334203810496,0,3
1,1,4,-0.977098387499211,2.33572194313603,0,3
0,1,0,-6.2283560171875,-1.9266593854912,0,-3
0,0,1,-1.13410504250953,4.06589093504187,0,1
1,0,0,-4.09981013270848,3.55083662782706,0,2
0,1,0,7.95159931809661,3.00589342901563,0,-3
1,0,0,-9.21799150454483,0.779635671200996,0,2
0,1,1,3.84028875684998,1.65058467074185,0,-2
1,1,0,-9.56330783122731,3.06690273840803,0,-1
0,0,1,-0.332525186972582,0.229385840708066,0,1
1,0,0,-4.68665014111727,3.87982497298408,0,2
0,0,0,-1.73165532036579,0.519752196497286,0,0
0,0,1,-11.3024710469498,1.33212838700316,0,1
0,0,1,-3.68055022172347,3.37988529096588,0,1
1,1,3,-10.6213021039095,2.31033080582681,0,2
0,0,0,2.28689837455803,2.24441243834671,0,0
0,0,3,17.9425229227889,0.750035462188389,0,3
0,0,0,1.36155848580009,3.81363035350815,0,0
1,1,3,-12.937006701553,2.15565806760193,0,2
0,0,0,-4.04890373116381,3.89549615226894,0,0
1,0,1,-4.92237020879051,0.662979008596693,0,3
1,1,1,9.06134597773783,0.832146199032117,0,0
0,0,0,11.2168105180228,3.06162297616133,0,0
0,0,3,-15.9031570654083,2.93413200032719,0,3
0,0,0,6.2916867267563,1.1688505665278,0,0
1,1,3,13.7783971223987,5.82088238751562,0,2
0,0,0,-10.5751423071741,0.698841875790222,0,0
1,0,3,2.70327032880248,4.3033954239558,0,5
0,0,3,12.0357529193212,0.474846248543592,0,3
1,1,3,-10.7995881690179,5.1332945796914,0,2
0,1,3,-0.348892988206622,-0.417854288672775,0,0
1,0,3,-24.3555811061097,9.24572119626906,0,5
0,1,3,-19.2146032766174,-1.12791139647145,0,0
1,0,2,6.52664506088368,1.478387669153,0,4
1,0,0,9.14064602289992,4.84511328632684,0,2
0,0,0,-9.87656703231121,0.969010604248361,0,0
0,0,3,-14.6184409277037,4.31747908495867,0,3
0,0,0,-1.08482925799279,5.96465102580875,0,0
1,1,3,3.08519027159492,4.04384513755076,0,2
1,1,1,8.47593540667816,-0.943331301957731,0,0
1,0,0,9.23569125039143,3.17069056969342,0,2
0,0,0,13.3747375363303,2.36000062176294,0,0
1,1,3,-9.85713574343464,1.04005638500917,0,2
1,0,0,4.07050809334676,4.01362892061165,0,2
1,1,1,8.29397015627471,1.87862245962877,0,0
1,0,3,10.4795369775269,2.28774438800756,0,5
0,0,1,7.08497297178906,5.46435794405579,0,1
0,1,0,5.5691927942931,0.732372847956313,0,-3
1,0,1,4.06185865934931,0.382371070527263,0,3
1,0,3,7.57119229814275,0.972771120988547,0,5
0,0,4,-6.16984340779403,1.08089727319113,0,4
0,1,2,-6.41736378491121,1.39517826863001,0,-1
1,0,1,20.1800784768552,2.96916416005932,0,3
1,0,1,7.88613976429612,-0.737520326638613,0,3
1,1,3,-0.654373481782564,1.05953487464692,0,2
0,0,1,-14.6608254769129,1.24013940479434,0,1
1,0,0,-4.85466762137062,7.35394865452339,0,2
1,0,3,5.66055520146809,1.64071127673076,0,5
1,0,0,-16.1536079175246,1.42799350338602,0,2
0,0,0,6.91164157518078,1.74843044315509,0,0
1,1,0,-6.27032226195463,5.04842544462788,0,-1
1,0,2,4.81911132743636,0.0015797647678788,0,4
1,1,1,-7.5651964360088,3.09853968421471,0,0
0,1,1,16.6421654962834,2.45956992982283,0,-2
0,1,0,6.7074630433201,0.972840986387016,0,-3
1,1,0,-5.25732803495281,1.01956585447847,0,-1
0,1,1,5.44008688486102,0.860891061486736,0,-2
1,0,0,12.5486546149622,-1.13652961306965,0,2
1,1,2,7.85746967823756,-2.26328969791152,0,1
1,0,3,-4.90315053782696,4.3151983434882,0,5
0,1,0,8.00683106926421,1.85072299922647,0,-3
1,0,0,3.58464328405454,0.988640744515152,0,2
1,1,2,3.13725753973727,2.52669164336047,0,1
0,0,0,1.97003441959948,0.697207326442367,0,0
0,0,4,9.67446029815079,1.18387223700045,0,4
1,0,0,-3.50201022091907,4.56469099496852,0,2
1,1,0,-8.35544940771626,1.42893384378194,0,-1
1,1,0,-2.40202918182883,1.01311122564998,0,-1
0,0,0,-21.1038838520254,5.5905372374875,0,0
0,0,3,-13.3555417166941,2.98711707943371,0,3
0,1,0,9.87762508843745,2.33433053799584,0,-3
0,1,3,-9.24128918467537,2.36198266296272,0,0
1,1,0,-1.1608509788816,2.07919343444975,0,-1
1,0,3,-5.76742953031034,1.55327227048327,0,5
0,1,3,-7.32474182720863,3.06592244860241,0,0
0,0,0,-1.45217487627277,-2.27622311318398,0,0
1,1,1,-7.21901641121623,3.71305572012593,0,0
0,0,2,-2.01728045739949,4.97937400189312,0,2
1,0,2,3.85621124498713,2.08914520096727,0,4
1,1,1,-8.2740552891195,2.36710933393149,0,0
0,1,0,2.8846968963574,3.2583795691472,0,-3
1,0,4,-13.8417665301105,2.12546506433568,0,6
0,0,0,6.87093609476418,1.00626069994444,0,0
0,0,0,-6.4630889285957,1.55888636044985,0,0
1,1,1,-7.51521250702154,2.88238501060528,0,0
1,0,3,5.57434320829006,3.00670230470866,0,5
1,1,0,4.63631343265472,1.19400929292635,0,-1
1,0,0,3.76476519732163,-0.849286571671268,0,2
1,0,4,16.761996432743,2.63363471023615,0,6
0,0,0,-3.0627785249636,-0.264795645580573,0,0
1,1,3,-14.52156915009,-1.45357886343498,0,2
1,1,1,9.24630693548849,-2.2745488916275,0,0
1,1,3,-11.9054572680333,6.19899764377048,0,2
0,0,0,2.0526137328857,2.20251458636988,0,0
0,0,1,1.43697823594456,2.47088630778778,0,1
1,0,0,1.71337294214873,4.48171351060535,0,2
0,1,1,-5.70343506294177,0.44633312928957,0,-2
0,0,3,13.6241976479865,1.86592481808201,0,3
0,0,0,20.0062022205041,0.722189613327927,0,0
1,0,0,22.0133723523653,3.86267135820523,0,2
1,0,1,19.0476170605593,4.1590983096529,0,3
1,0,0,2.21201001843882,4.16329848860496,0,2
1,0,1,1.79989448403099,-0.0783244978789526,0,3
0,0,1,-4.84598777459304,0.397047493001221,0,1
1,1,1,7.46538225236613,1.37139230777003,0,0
1,0,3,9.64527967798887,2.30336842112779,0,5
1,0,1,1.27910451001301,-2.86932167856795,0,3
1,0,3,-6.72621028585964,5.11971248823086,0,5
0,0,0,-3.61875303118656,2.99653920651316,0,0
1,1,1,0.862254125017309,-0.944525923714139,0,0
1,0,0,-2.20842926023513,-0.174724679613689,0,2
0,0,4,-7.27324121464697,0.232790891561677,0,4
0,0,4,-10.7359520803974,-0.449202098865186,0,4
1,1,0,-1.69642817068245,2.1126840382885,0,-1
1,1,0,-3.05115802214884,0.970075301868498,0,-1
1,0,4,4.80675920443602,2.06226702502697,0,6
0,1,0,8.67024181982407,2.33866110770977,0,-3
0,1,0,-7.67322886739068,2.10987726985588,0,-3
1,1,3,2.43372253175021,0.381046560416809,0,2
1,0,0,-16.4822522910506,-1.44117122412276,0,2
0,0,0,8.08663223457094,1.43746479856601,0,0
1,0,0,4.75959343841114,-0.0802814394643967,0,2
0,0,3,-2.40946981525867,0.808480329149369,0,3
1,0,2,8.14268879946781,2.00209299474714,0,4
0,1,0,-10.1454330014618,4.55979361645698,0,-3
1,1,3,-16.0510985852456,2.51417158288469,0,2
0,0,0,10.0101856439039,3.19613088533185,0,0
0,1,3,5.03848299381539,3.54033506930682,0,0
1,1,3,8.37401186843024,2.25940780375983,0,2
0,0,1,-13.0291305100214,1.07483066233266,0,1
0,1,0,1.60633298518486,-0.843001123804498,0,-3
0,0,4,9.50852986028835,6.67040969359606,0,4
1,0,1,-10.5477995919637,5.7795464674546,0,3
0,0,2,-8.85934767286094,0.0271510892071589,0,2
0,1,0,-12.775272361105,1.91902152389532,0,-3
1,1,0,-4.39550135534787,4.39346927084126,0,-1
1,0,0,-6.31888394664257,3.13480729429283,0,2
1,0,0,-7.83037500312717,4.31614981831018,0,2
0,0,0,-2.05798420205831,1.89832469968719,0,0
0,1,0,-12.6264585855582,2.13789076995824,0,-3
0,1,0,-3.32728739479585,1.69039946869241,0,-3
1,0,0,-20.0611736770652,2.82842254843372,0,2
1,0,3,2.79325231510168,1.02152308378578,0,5
1,1,1,-13.298548912066,1.38922622157961,0,0
0,1,1,-24.6223308753646,0.634276941502012,0,-2
1,0,0,-7.37796195682078,4.82975125663704,0,2
1,0,0,0.200575979612374,4.4826739834846,0,2
0,0,0,-7.63136718686304,-0.00953274713111796,0,0
1,0,0,27.7782019930862,3.80159963177204,0,2
0,1,0,-10.2070547621818,5.66306413772272,0,-3
1,0,3,1.36053385382869,-0.632250360387566,0,5
1,0,3,-8.42125548464019,0.630110911194684,0,5
